220, 660, 0, 0.0625, 0.9375
220, 680, 0, 0.0625, 1
220, 680, 0, 0.0625, 1
200, 680, 0, 0, 1
200, 660, 0, 0, 0.9375
100, 660, 0, 0, 0.9375
120, 660, 0, 0.0625, 0.9375
120, 680, 0, 0.0625, 1
120, 680, 0, 0.0625, 1
100, 680, 0, 0, 1
100, 660, 0, 0, 0.9375
180, 660, 0, 0, 0.9375
200, 660, 0, 0.0625, 0.9375
200, 680, 0, 0.0625, 1
200, 680, 0, 0.0625, 1
180, 680, 0, 0, 1
180, 660, 0, 0, 0.9375
220, 660, 0, 0, 0.9375
240, 660, 0, 0.0625, 0.9375
240, 680, 0, 0.0625, 1
240, 680, 0, 0.0625, 1
220, 680, 0, 0, 1
220, 660, 0, 0, 0.9375
240, 580, 0, 0, 0.9375
260, 580, 0, 0.0625, 0.9375
260, 600, 0, 0.0625, 1
260, 600, 0, 0.0625, 1
240, 600, 0, 0, 1
240, 580, 0, 0, 0.9375
240, 600, 0, 0, 0.9375
260, 600, 0, 0.0625, 0.9375
260, 620, 0, 0.0625, 1
260, 620, 0, 0.0625, 1
240, 620, 0, 0, 1
240, 600, 0, 0, 0.9375
240, 620, 0, 0, 0.9375
260, 620, 0, 0.0625, 0.9375
260, 640, 0, 0.0625, 1
260, 640, 0, 0.0625, 1
240, 640, 0, 0, 1
240, 620, 0, 0, 0.9375
240, 640, 0, 0, 0.9375
260, 640, 0, 0.0625, 0.9375
260, 660, 0, 0.0625, 1
260, 660, 0, 0.0625, 1
240, 660, 0, 0, 1
240, 640, 0, 0, 0.9375
240, 660, 0, 0, 0.9375
260, 660, 0, 0.0625, 0.9375
260, 680, 0, 0.0625, 1
260, 680, 0, 0.0625, 1
240, 680, 0, 0, 1
240, 660, 0, 0, 0.9375
240, 680, 0, 0, 0.9375
260, 680, 0, 0.0625, 0.9375
260, 700, 0, 0.0625, 1
260, 700, 0, 0.0625, 1
240, 700, 0, 0, 1
240, 680, 0, 0, 0.9375
240, 700, 0, 0, 0.9375
260, 700, 0, 0.0625, 0.9375
260, 720, 0, 0.0625, 1
260, 720, 0, 0.0625, 1
240, 720, 0, 0, 1
240, 700, 0, 0, 0.9375
240, 720, 0, 0, 0.9375
260, 720, 0, 0.0625, 0.9375
260, 740, 0, 0.0625, 1
260, 740, 0, 0.0625, 1
240, 740, 0, 0, 1
240, 720, 0, 0, 0.9375
320, 580, 0, 0, 0.9375
340, 580, 0, 0.0625, 0.9375
340, 600, 0, 0.0625, 1
340, 600, 0, 0.0625, 1
320, 600, 0, 0, 1
320, 580, 0, 0, 0.9375
320, 600, 0, 0, 0.9375
340, 600, 0, 0.0625, 0.9375
340, 620, 0, 0.0625, 1
340, 620, 0, 0.0625, 1
320, 620, 0, 0, 1
320, 600, 0, 0, 0.9375
340, 620, 0, 0, 0.9375
360, 620, 0, 0.0625, 0.9375
360, 640, 0, 0.0625, 1
360, 640, 0, 0.0625, 1
340, 640, 0, 0, 1
340, 620, 0, 0, 0.9375
340, 640, 0, 0, 0.9375
360, 640, 0, 0.0625, 0.9375
360, 660, 0, 0.0625, 1
360, 660, 0, 0.0625, 1
340, 660, 0, 0, 1
340, 640, 0, 0, 0.9375
340, 660, 0, 0, 0.9375
360, 660, 0, 0.0625, 0.9375
360, 680, 0, 0.0625, 1
360, 680, 0, 0.0625, 1
340, 680, 0, 0, 1
340, 660, 0, 0, 0.9375
360, 660, 0, 0, 0.9375
380, 660, 0, 0.0625, 0.9375
380, 680, 0, 0.0625, 1
380, 680, 0, 0.0625, 1
360, 680, 0, 0, 1
360, 660, 0, 0, 0.9375
360, 680, 0, 0, 0.9375
380, 680, 0, 0.0625, 0.9375
380, 700, 0, 0.0625, 1
380, 700, 0, 0.0625, 1
360, 700, 0, 0, 1
360, 680, 0, 0, 0.9375
360, 700, 0, 0, 0.9375
380, 700, 0, 0.0625, 0.9375
380, 720, 0, 0.0625, 1
380, 720, 0, 0.0625, 1
360, 720, 0, 0, 1
360, 700, 0, 0, 0.9375
360, 720, 0, 0, 0.9375
380, 720, 0, 0.0625, 0.9375
380, 740, 0, 0.0625, 1
380, 740, 0, 0.0625, 1
360, 740, 0, 0, 1
360, 720, 0, 0, 0.9375
380, 720, 0, 0, 0.9375
400, 720, 0, 0.0625, 0.9375
400, 740, 0, 0.0625, 1
400, 740, 0, 0.0625, 1
380, 740, 0, 0, 1
380, 720, 0, 0, 0.9375
380, 700, 0, 0, 0.9375
400, 700, 0, 0.0625, 0.9375
400, 720, 0, 0.0625, 1
400, 720, 0, 0.0625, 1
380, 720, 0, 0, 1
380, 700, 0, 0, 0.9375
400, 700, 0, 0, 0.9375
420, 700, 0, 0.0625, 0.9375
420, 720, 0, 0.0625, 1
420, 720, 0, 0.0625, 1
400, 720, 0, 0, 1
400, 700, 0, 0, 0.9375
400, 680, 0, 0, 0.9375
420, 680, 0, 0.0625, 0.9375
420, 700, 0, 0.0625, 1
420, 700, 0, 0.0625, 1
400, 700, 0, 0, 1
400, 680, 0, 0, 0.9375
420, 660, 0, 0, 0.9375
440, 660, 0, 0.0625, 0.9375
440, 680, 0, 0.0625, 1
440, 680, 0, 0.0625, 1
420, 680, 0, 0, 1
420, 660, 0, 0, 0.9375
420, 640, 0, 0, 0.9375
440, 640, 0, 0.0625, 0.9375
440, 660, 0, 0.0625, 1
440, 660, 0, 0.0625, 1
420, 660, 0, 0, 1
420, 640, 0, 0, 0.9375
440, 640, 0, 0, 0.9375
460, 640, 0, 0.0625, 0.9375
460, 660, 0, 0.0625, 1
460, 660, 0, 0.0625, 1
440, 660, 0, 0, 1
440, 640, 0, 0, 0.9375
440, 620, 0, 0, 0.9375
460, 620, 0, 0.0625, 0.9375
460, 640, 0, 0.0625, 1
460, 640, 0, 0.0625, 1
440, 640, 0, 0, 1
440, 620, 0, 0, 0.9375
440, 600, 0, 0, 0.9375
460, 600, 0, 0.0625, 0.9375
460, 620, 0, 0.0625, 1
460, 620, 0, 0.0625, 1
440, 620, 0, 0, 1
440, 600, 0, 0, 0.9375
460, 600, 0, 0, 0.9375
480, 600, 0, 0.0625, 0.9375
480, 620, 0, 0.0625, 1
480, 620, 0, 0.0625, 1
460, 620, 0, 0, 1
460, 600, 0, 0, 0.9375
360, 640, 0, 0, 0.9375
380, 640, 0, 0.0625, 0.9375
380, 660, 0, 0.0625, 1
380, 660, 0, 0.0625, 1
360, 660, 0, 0, 1
360, 640, 0, 0, 0.9375
380, 640, 0, 0, 0.9375
400, 640, 0, 0.0625, 0.9375
400, 660, 0, 0.0625, 1
400, 660, 0, 0.0625, 1
380, 660, 0, 0, 1
380, 640, 0, 0, 0.9375
400, 640, 0, 0, 0.9375
420, 640, 0, 0.0625, 0.9375
420, 660, 0, 0.0625, 1
420, 660, 0, 0.0625, 1
400, 660, 0, 0, 1
400, 640, 0, 0, 0.9375
520, 600, 0, 0, 0.9375
540, 600, 0, 0.0625, 0.9375
540, 620, 0, 0.0625, 1
540, 620, 0, 0.0625, 1
520, 620, 0, 0, 1
520, 600, 0, 0, 0.9375
520, 620, 0, 0, 0.9375
540, 620, 0, 0.0625, 0.9375
540, 640, 0, 0.0625, 1
540, 640, 0, 0.0625, 1
520, 640, 0, 0, 1
520, 620, 0, 0, 0.9375
520, 640, 0, 0, 0.9375
540, 640, 0, 0.0625, 0.9375
540, 660, 0, 0.0625, 1
540, 660, 0, 0.0625, 1
520, 660, 0, 0, 1
520, 640, 0, 0, 0.9375
500, 640, 0, 0, 0.9375
520, 640, 0, 0.0625, 0.9375
520, 660, 0, 0.0625, 1
520, 660, 0, 0.0625, 1
500, 660, 0, 0, 1
500, 640, 0, 0, 0.9375
500, 660, 0, 0, 0.9375
520, 660, 0, 0.0625, 0.9375
520, 680, 0, 0.0625, 1
520, 680, 0, 0.0625, 1
500, 680, 0, 0, 1
500, 660, 0, 0, 0.9375
500, 720, 0, 0, 0.9375
520, 720, 0, 0.0625, 0.9375
520, 740, 0, 0.0625, 1
520, 740, 0, 0.0625, 1
500, 740, 0, 0, 1
500, 720, 0, 0, 0.9375
600, 600, 0, 0, 0.9375
620, 600, 0, 0.0625, 0.9375
620, 620, 0, 0.0625, 1
620, 620, 0, 0.0625, 1
600, 620, 0, 0, 1
600, 600, 0, 0, 0.9375
600, 620, 0, 0, 0.9375
620, 620, 0, 0.0625, 0.9375
620, 640, 0, 0.0625, 1
620, 640, 0, 0.0625, 1
600, 640, 0, 0, 1
600, 620, 0, 0, 0.9375
580, 620, 0, 0, 0.9375
600, 620, 0, 0.0625, 0.9375
600, 640, 0, 0.0625, 1
600, 640, 0, 0.0625, 1
580, 640, 0, 0, 1
580, 620, 0, 0, 0.9375
580, 640, 0, 0, 0.9375
600, 640, 0, 0.0625, 0.9375
600, 660, 0, 0.0625, 1
600, 660, 0, 0.0625, 1
580, 660, 0, 0, 1
580, 640, 0, 0, 0.9375
580, 660, 0, 0, 0.9375
600, 660, 0, 0.0625, 0.9375
600, 680, 0, 0.0625, 1
600, 680, 0, 0.0625, 1
580, 680, 0, 0, 1
580, 660, 0, 0, 0.9375
580, 680, 0, 0, 0.9375
600, 680, 0, 0.0625, 0.9375
600, 700, 0, 0.0625, 1
600, 700, 0, 0.0625, 1
580, 700, 0, 0, 1
580, 680, 0, 0, 0.9375
580, 740, 0, 0, 0.9375
600, 740, 0, 0.0625, 0.9375
600, 760, 0, 0.0625, 1
600, 760, 0, 0.0625, 1
580, 760, 0, 0, 1
580, 740, 0, 0, 0.9375
580, 720, 0, 0, 0.9375
600, 720, 0, 0.0625, 0.9375
600, 740, 0, 0.0625, 1
600, 740, 0, 0.0625, 1
580, 740, 0, 0, 1
580, 720, 0, 0, 0.9375
600, 720, 0, 0, 0.9375
620, 720, 0, 0.0625, 0.9375
620, 740, 0, 0.0625, 1
620, 740, 0, 0.0625, 1
600, 740, 0, 0, 1
600, 720, 0, 0, 0.9375
660, 600, 0, 0, 0.9375
680, 600, 0, 0.0625, 0.9375
680, 620, 0, 0.0625, 1
680, 620, 0, 0.0625, 1
660, 620, 0, 0, 1
660, 600, 0, 0, 0.9375
660, 620, 0, 0, 0.9375
680, 620, 0, 0.0625, 0.9375
680, 640, 0, 0.0625, 1
680, 640, 0, 0.0625, 1
660, 640, 0, 0, 1
660, 620, 0, 0, 0.9375
660, 640, 0, 0, 0.9375
680, 640, 0, 0.0625, 0.9375
680, 660, 0, 0.0625, 1
680, 660, 0, 0.0625, 1
660, 660, 0, 0, 1
660, 640, 0, 0, 0.9375
660, 660, 0, 0, 0.9375
680, 660, 0, 0.0625, 0.9375
680, 680, 0, 0.0625, 1
680, 680, 0, 0.0625, 1
660, 680, 0, 0, 1
660, 660, 0, 0, 0.9375
660, 680, 0, 0, 0.9375
680, 680, 0, 0.0625, 0.9375
680, 700, 0, 0.0625, 1
680, 700, 0, 0.0625, 1
660, 700, 0, 0, 1
660, 680, 0, 0, 0.9375
660, 740, 0, 0, 0.9375
680, 740, 0, 0.0625, 0.9375
680, 760, 0, 0.0625, 1
680, 760, 0, 0.0625, 1
660, 760, 0, 0, 1
660, 740, 0, 0, 0.9375
800, 640, 0, 0, 0.9375
820, 640, 0, 0.0625, 0.9375
820, 660, 0, 0.0625, 1
820, 660, 0, 0.0625, 1
800, 660, 0, 0, 1
800, 640, 0, 0, 0.9375
800, 620, 0, 0, 0.9375
820, 620, 0, 0.0625, 0.9375
820, 640, 0, 0.0625, 1
820, 640, 0, 0.0625, 1
800, 640, 0, 0, 1
800, 620, 0, 0, 0.9375
800, 600, 0, 0, 0.9375
820, 600, 0, 0.0625, 0.9375
820, 620, 0, 0.0625, 1
820, 620, 0, 0.0625, 1
800, 620, 0, 0, 1
800, 600, 0, 0, 0.9375
820, 580, 0, 0, 0.9375
840, 580, 0, 0.0625, 0.9375
840, 600, 0, 0.0625, 1
840, 600, 0, 0.0625, 1
820, 600, 0, 0, 1
820, 580, 0, 0, 0.9375
840, 580, 0, 0, 0.9375
860, 580, 0, 0.0625, 0.9375
860, 600, 0, 0.0625, 1
860, 600, 0, 0.0625, 1
840, 600, 0, 0, 1
840, 580, 0, 0, 0.9375
860, 580, 0, 0, 0.9375
880, 580, 0, 0.0625, 0.9375
880, 600, 0, 0.0625, 1
880, 600, 0, 0.0625, 1
860, 600, 0, 0, 1
860, 580, 0, 0, 0.9375
880, 580, 0, 0, 0.9375
900, 580, 0, 0.0625, 0.9375
900, 600, 0, 0.0625, 1
900, 600, 0, 0.0625, 1
880, 600, 0, 0, 1
880, 580, 0, 0, 0.9375
880, 600, 0, 0, 0.9375
900, 600, 0, 0.0625, 0.9375
900, 620, 0, 0.0625, 1
900, 620, 0, 0.0625, 1
880, 620, 0, 0, 1
880, 600, 0, 0, 0.9375
900, 600, 0, 0, 0.9375
920, 600, 0, 0.0625, 0.9375
920, 620, 0, 0.0625, 1
920, 620, 0, 0.0625, 1
900, 620, 0, 0, 1
900, 600, 0, 0, 0.9375
900, 580, 0, 0, 0.9375
920, 580, 0, 0.0625, 0.9375
920, 600, 0, 0.0625, 1
920, 600, 0, 0.0625, 1
900, 600, 0, 0, 1
900, 580, 0, 0, 0.9375
900, 560, 0, 0, 0.9375
920, 560, 0, 0.0625, 0.9375
920, 580, 0, 0.0625, 1
920, 580, 0, 0.0625, 1
900, 580, 0, 0, 1
900, 560, 0, 0, 0.9375
920, 560, 0, 0, 0.9375
940, 560, 0, 0.0625, 0.9375
940, 580, 0, 0.0625, 1
940, 580, 0, 0.0625, 1
920, 580, 0, 0, 1
920, 560, 0, 0, 0.9375
940, 560, 0, 0, 0.9375
960, 560, 0, 0.0625, 0.9375
960, 580, 0, 0.0625, 1
960, 580, 0, 0.0625, 1
940, 580, 0, 0, 1
940, 560, 0, 0, 0.9375
960, 560, 0, 0, 0.9375
980, 560, 0, 0.0625, 0.9375
980, 580, 0, 0.0625, 1
980, 580, 0, 0.0625, 1
960, 580, 0, 0, 1
960, 560, 0, 0, 0.9375
960, 580, 0, 0, 0.9375
980, 580, 0, 0.0625, 0.9375
980, 600, 0, 0.0625, 1
980, 600, 0, 0.0625, 1
960, 600, 0, 0, 1
960, 580, 0, 0, 0.9375
980, 580, 0, 0, 0.9375
1000, 580, 0, 0.0625, 0.9375
1000, 600, 0, 0.0625, 1
1000, 600, 0, 0.0625, 1
980, 600, 0, 0, 1
980, 580, 0, 0, 0.9375
1000, 600, 0, 0, 0.9375
1020, 600, 0, 0.0625, 0.9375
1020, 620, 0, 0.0625, 1
1020, 620, 0, 0.0625, 1
1000, 620, 0, 0, 1
1000, 600, 0, 0, 0.9375
1000, 620, 0, 0, 0.9375
1020, 620, 0, 0.0625, 0.9375
1020, 640, 0, 0.0625, 1
1020, 640, 0, 0.0625, 1
1000, 640, 0, 0, 1
1000, 620, 0, 0, 0.9375
1000, 640, 0, 0, 0.9375
1020, 640, 0, 0.0625, 0.9375
1020, 660, 0, 0.0625, 1
1020, 660, 0, 0.0625, 1
1000, 660, 0, 0, 1
1000, 640, 0, 0, 0.9375
880, 680, 0, 0, 0.9375
900, 680, 0, 0.0625, 0.9375
900, 700, 0, 0.0625, 1
900, 700, 0, 0.0625, 1
880, 700, 0, 0, 1
880, 680, 0, 0, 0.9375
980, 700, 0, 0, 0.9375
1000, 700, 0, 0.0625, 0.9375
1000, 720, 0, 0.0625, 1
1000, 720, 0, 0.0625, 1
980, 720, 0, 0, 1
980, 700, 0, 0, 0.9375
